name,kind,city,region,country,date_granted,grant,address,lat,lon,wikipedia_url,image_source,image_title,image_url,photographer,licence,licence_url,credit_page,postable
Rochelle,public,Rochelle,Illinois,United States,"Apr 25, 1911","$10,000",619 4th Ave.,,,,wikipedia-list,File:Rochelle_Flagg_Library2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Rochelle_Flagg_Library2.jpg/1920px-Rochelle_Flagg_Library2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Andy McMurray,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,https://commons.wikimedia.org/wiki/File:Rochelle_Flagg_Library2.jpg,yes
Rockford,public,Rockford,Illinois,United States,"Mar 6, 1901","$70,000",215 N. Wyman St.,,,,,,,,,,,no
Rushville,public,Rushville,Illinois,United States,"Feb 13, 1906","$7,500",104 N. Monroe St.,,,,,,,,,,,no
Savanna,public,Savanna,Illinois,United States,"Apr 23, 1903","$11,350",326 3rd St.,,,,wikipedia-list,File:Savanna_IL_Carnegie_library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Savanna_IL_Carnegie_library.jpg/1920px-Savanna_IL_Carnegie_library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Savanna_IL_Carnegie_library.jpg,yes
Sheffield,public,Sheffield,Illinois,United States,"May 2, 1911","$4,000",136 E. Cook St.,,,,wikipedia-list,File:Sheffield_IL_Carnegie_library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Sheffield_IL_Carnegie_library.jpg/1920px-Sheffield_IL_Carnegie_library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Sheffield_IL_Carnegie_library.jpg,yes
Shelbyville,public,Shelbyville,Illinois,United States,"Jan 22, 1903","$10,000",154 N. Broadway,,,,wikipedia-list,File:Shelbyville_Carnegie_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Shelbyville_Carnegie_Library.jpg/1920px-Shelbyville_Carnegie_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Shelbyville_Carnegie_Library.jpg,yes
Sheldon,public,Sheldon,Illinois,United States,"Jun 1, 1915","$9,000",125 N. 5th St.,,,,,,,,,,,no
Spring Valley,public,Spring Valley,Illinois,United States,"Jan 27, 1912","$15,000",215 E. Cleveland St.,,,,wikipedia-list,"File:Spring_Valley_Public_Library,_a_Carnegie_Library_in_Spring_Valley,_IL.jpg",https://upload.wikimedia.org/wikipedia/commons/c/cd/Spring_Valley_Public_Library%2C_a_Carnegie_Library_in_Spring_Valley%2C_IL.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Spring_Valley_Public_Library,_a_Carnegie_Library_in_Spring_Valley,_IL.jpg",yes
Springfield,public,Springfield,Illinois,United States,"Mar 8, 1901","$75,000",,,,,,,,,,,,no
St. Charles,public,St. Charles,Illinois,United States,"Dec 13, 1906","$12,500",1 S. 6th Ave.,,,,,,,,,,,no
Sterling,public,Sterling,Illinois,United States,"Jan 2, 1903","$17,500",102 W. 3rd St.,,,,,,,,,,,no
Streator,public,Streator,Illinois,United States,"Feb 19, 1901","$35,000",130 S. Park St.,,,,wikipedia-list,File:Streator_IL_Streator_Public_Library1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Streator_IL_Streator_Public_Library1.jpg/1920px-Streator_IL_Streator_Public_Library1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,IvoShandor,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Streator_IL_Streator_Public_Library1.jpg,yes
Sycamore,public,Sycamore,Illinois,United States,"Jan 13, 1903","$12,000",103 E. State St.,,,https://en.wikipedia.org/wiki/Sycamore_Public_Library,wikipedia-list,File:Sycamore_Public_Library1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Sycamore_Public_Library1.jpg/1920px-Sycamore_Public_Library1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Andy McMurray,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,https://commons.wikimedia.org/wiki/File:Sycamore_Public_Library1.jpg,yes
Taylorville,public,Taylorville,Illinois,United States,"Mar 27, 1903","$14,000",222 W. Market St.,,,,,,,,,,,no
Toulon,public,Toulon,Illinois,United States,"Jul 23, 1914","$6,000",306 W. Jefferson St.,,,,,,,,,,,no
Tuscola,public,Tuscola,Illinois,United States,"Apr 13, 1903","$10,000",112 E. Sale St.,,,,wikipedia-list,File:Tuscola_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Tuscola_Public_Library.jpg/1920px-Tuscola_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Tuscola_Public_Library.jpg,yes
Vienna,public,Vienna,Illinois,United States,"Jan 20, 1908","$6,000",401 Poplar St.,,,https://en.wikipedia.org/wiki/Vienna_Public_Library,wikipedia-list,File:Vienna_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Vienna_Public_Library.jpg/1920px-Vienna_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Vienna_Public_Library.jpg,yes
Warren,public,Warren,Illinois,United States,"Aug 17, 1910","$7,000",210 Burnett Ave.,,,,,,,,,,,no
Waterman,public,Waterman,Illinois,United States,"Jan 31, 1913","$3,500",110 S. Elm St.,,,,wikipedia-list,"File:Carnegie_Library_in_Waterman,_IL.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Carnegie_Library_in_Waterman%2C_IL.jpg/1920px-Carnegie_Library_in_Waterman%2C_IL.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Carnegie_Library_in_Waterman,_IL.jpg",yes
Waukegan,public,Waukegan,Illinois,United States,"Mar 20, 1903","$27,500",1 N. Sheridan Rd.,,,,wikipedia-list,"File:Waukegan_Public_Library,_Carnegie_building.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Waukegan_Public_Library%2C_Carnegie_building.jpg/1920px-Waukegan_Public_Library%2C_Carnegie_building.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,"https://commons.wikimedia.org/wiki/File:Waukegan_Public_Library,_Carnegie_building.jpg",yes
Waverly,public,Waverly,Illinois,United States,"May 16, 1911","$4,500",291 N. Pearl St.,,,,,,,,,,,no
Wilmette,public,Wilmette,Illinois,United States,"Mar 20, 1903","$11,000",,,,https://en.wikipedia.org/wiki/Wilmette_Public_Library,commons-namesearch,"File:Carnegie Library in Wilmette, Illinois.jpg",https://upload.wikimedia.org/wikipedia/commons/8/87/Carnegie_Library_in_Wilmette%2C_Illinois.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Herbert Mulford,Public domain,,"https://commons.wikimedia.org/wiki/File:Carnegie_Library_in_Wilmette,_Illinois.jpg",yes
Winchester,public,Winchester,Illinois,United States,"Feb 10, 1908","$7,500",215 N. Main St.,,,,,,,,,,,no
Wyoming,public,Wyoming,Illinois,United States,"Nov 3, 1913","$5,600",119 N. 7th St.,,,,wikipedia-list,"File:Carnegie_library_in_Wyoming,_IL.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Carnegie_library_in_Wyoming%2C_IL.jpg/1920px-Carnegie_library_in_Wyoming%2C_IL.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,2cooljohn,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Carnegie_library_in_Wyoming,_IL.jpg",yes
Akron,public,Akron,Indiana,United States,"May 13, 1913","$12,500",205 E. Rochester St.,,,,wikipedia-list,File:Akron_Carnegie_Library_Fulton_County_Indiana.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e0/Akron_Carnegie_Library_Fulton_County_Indiana.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Chris Light,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Akron_Carnegie_Library_Fulton_County_Indiana.jpg,yes
Albion,public,Albion,Indiana,United States,"Jan 28, 1916","$10,000",109 N. York St.,,,,,,,,,,,no
Alexandria,public,Alexandria,Indiana,United States,"Apr 26, 1902","$14,000",117 E. Church St.,,,,,,,,,,,no
Anderson,public,Anderson,Indiana,United States,"Apr 11, 1902","$50,000",32 W. 10th St.,,,https://en.wikipedia.org/wiki/Anderson_Center_for_the_Arts,wikipedia-list,File:Anderson_Center_for_the_Arts.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Anderson_Center_for_the_Arts.jpg/1920px-Anderson_Center_for_the_Arts.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Anderson_Center_for_the_Arts.jpg,yes
Angola,public,Angola,Indiana,United States,"Mar 27, 1909","$10,000",322 S. Wayne St.,,,,wikipedia-list,File:Library_3-13-14_216.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Library_3-13-14_216.jpg/1920px-Library_3-13-14_216.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chris Light,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Library_3-13-14_216.jpg,yes
Atlanta,public,Atlanta,Indiana,United States,"May 15, 1916","$10,000",100 S. Walnut St.,,,,,,,,,,,no
Attica,public,Attica,Indiana,United States,"Jan 13, 1903","$10,000",305 S. Perry St.,,,,wikipedia-list,File:Carnegie_library_in_Attica.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Carnegie_library_in_Attica.jpg/1920px-Carnegie_library_in_Attica.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Carnegie_library_in_Attica.jpg,yes
Bedford,public,Bedford,Indiana,United States,"Jan 9, 1902","$20,000",1323 K St.,,,,wikipedia-list,File:Bedford_Carnegie_Library_P5250474.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6b/Bedford_Carnegie_Library_P5250474.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Chris Light,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Bedford_Carnegie_Library_P5250474.jpg,yes
Bloomfield,public,Bloomfield,Indiana,United States,"Jul 22, 1908","$12,000",125 S. Franklin St.,,,,wikipedia-list,File:Bloomfield-Eastern_Greene_County_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Bloomfield-Eastern_Greene_County_Public_Library.jpg/1920px-Bloomfield-Eastern_Greene_County_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Bloomfield-Eastern_Greene_County_Public_Library.jpg,yes
Bloomington,public,Bloomington,Indiana,United States,"Oct 21, 1901","$31,000",200 E. 6th St.,,,https://en.wikipedia.org/wiki/Monroe_Carnegie_Library,wikipedia-list,"File:Monroe_Carnegie_Library,_Bloomington.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Monroe_Carnegie_Library%2C_Bloomington.jpg/1920px-Monroe_Carnegie_Library%2C_Bloomington.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,"https://commons.wikimedia.org/wiki/File:Monroe_Carnegie_Library,_Bloomington.jpg",yes
Bluffton,public,Bluffton,Indiana,United States,"Jan 13, 1903","$13,000",223 W. Washington St.,40.738929,-85.173563,,wikipedia-list,File:Bluffton_Carnegie_Library_Wells_County_Indiana.jpg,https://upload.wikimedia.org/wikipedia/commons/8/82/Bluffton_Carnegie_Library_Wells_County_Indiana.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Chris Light,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Bluffton_Carnegie_Library_Wells_County_Indiana.jpg,yes
Boonville,public,Boonville,Indiana,United States,"Nov 3, 1913","$12,000",121 E. Locust St.,,,,,,,,,,,no
Boswell,public,Boswell,Indiana,United States,"Nov 30, 1910","$8,000",101 E. Main St.,40.518503,-87.381569,,wikipedia-list,File:Boswell_Carnegie_Library_P5160214.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Boswell_Carnegie_Library_P5160214.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Chris Light,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Boswell_Carnegie_Library_P5160214.jpg,yes
Brazil,public,Brazil,Indiana,United States,"Mar 14, 1902","$20,000",204 N. Walnut St.,,,,wikipedia-list,"File:Library_in_Brazil,_Indiana.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Library_in_Brazil%2C_Indiana.jpg/1920px-Library_in_Brazil%2C_Indiana.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,"https://commons.wikimedia.org/wiki/File:Library_in_Brazil,_Indiana.jpg",yes
Brook,public,Brook,Indiana,United States,"May 21, 1913","$7,000",100 W. Main St.,40.865895,-87.363828,,wikipedia-list,File:Brook_Carnegie_Library_P5160102.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Brook_Carnegie_Library_P5160102.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Chris Light,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Brook_Carnegie_Library_P5160102.jpg,yes
Brookston,public,Brookston,Indiana,United States,"Sep 29, 1915","$10,000",111 W. 2nd St.,40.603437,-86.868274,,wikipedia-list,File:Brookston_Carnegie_Library_P5160243.jpg,https://upload.wikimedia.org/wikipedia/commons/7/74/Brookston_Carnegie_Library_P5160243.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Chris Light,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Brookston_Carnegie_Library_P5160243.jpg,yes
Brookville,public,Brookville,Indiana,United States,"Nov 30, 1910","$10,000",919 Main St.,,,,wikipedia-list,File:Brookville_Carnegie_Library_from_southwest.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Brookville_Carnegie_Library_from_southwest.jpg/1920px-Brookville_Carnegie_Library_from_southwest.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Brookville_Carnegie_Library_from_southwest.jpg,yes
Brownsburg,public,Brownsburg,Indiana,United States,"Apr 3, 1912","$12,500",104 E. Main St.,,,,wikipedia-list,"File:Brownsburg,_Indiana_Carnege_Library.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Brownsburg%2C_Indiana_Carnege_Library.jpg/1920px-Brownsburg%2C_Indiana_Carnege_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,TraHitt,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Brownsburg,_Indiana_Carnege_Library.jpg",yes
Butler,public,Butler,Indiana,United States,"Dec 8, 1913","$10,000",201 E. Main St.,,,,wikipedia-list,File:Butler_Carnegie_Library_P6010042.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f1/Butler_Carnegie_Library_P6010042.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Chris Light,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Butler_Carnegie_Library_P6010042.jpg,yes
Carlisle,public,Carlisle,Indiana,United States,"Feb 6, 1915","$10,000",,,,,,,,,,,,no
Carmel,public,Carmel,Indiana,United States,"Mar 14, 1913","$11,000",40 E. Main St.,,,https://en.wikipedia.org/wiki/Carmel_Library,,,,,,,,no
Clinton,public,Clinton,Indiana,United States,"Feb 25, 1908","$12,500",313 S. 4th St.,,,,,,,,,,,no
Coatesville,public,Coatesville,Indiana,United States,"Apr 13, 1914","$8,000",,,,,,,,,,,,no
Colfax,public,Colfax,Indiana,United States,"Sep 29, 1915","$9,000",207 S. Clark St.,,,https://en.wikipedia.org/wiki/Colfax_Carnegie_Library,wikipedia-list,File:Colfax_Carnegie_Library_Boone_County_Indiana_P4150099.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b9/Colfax_Carnegie_Library_Boone_County_Indiana_P4150099.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Chris Light,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Colfax_Carnegie_Library_Boone_County_Indiana_P4150099.jpg,yes
Columbus,public,Columbus,Indiana,United States,"Dec 30, 1901","$15,000",,,,,wikipedia-list,"File:Postcard_of_Carnegie_Public_Library_in_Columbus,_Indiana.jpg",https://upload.wikimedia.org/wikipedia/commons/0/06/Postcard_of_Carnegie_Public_Library_in_Columbus%2C_Indiana.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Unknown authorUnknown author,Public domain,,"https://commons.wikimedia.org/wiki/File:Postcard_of_Carnegie_Public_Library_in_Columbus,_Indiana.jpg",yes
Connersville,public,Connersville,Indiana,United States,"Dec 13, 1907","$20,000",,,,,,,,,,,,no
Converse,public,Converse,Indiana,United States,"Nov 9, 1916","$9,000",100 S. Jefferson St.,,,https://en.wikipedia.org/wiki/Converse-Jackson_Township_Public_Library,wikipedia-list,File:Converse-Jackson_Township_Public_Library.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Converse-Jackson_Township_Public_Library.jpg/1920px-Converse-Jackson_Township_Public_Library.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Converse-Jackson_Township_Public_Library.jpg,yes
Corydon,public,Corydon,Indiana,United States,"Sep 27, 1912","$7,500",117 W. Beaver St.,,,,commons-namesearch,"File:Corydon Carnegie Library, 117 West Beaver Street, 2006 (Corydon, Ind.) - DPLA - 6153f9e640aa6555f8c193a174ed7546.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Corydon_Carnegie_Library%2C_117_West_Beaver_Street%2C_2006_%28Corydon%2C_Ind.%29_-_DPLA_-_6153f9e640aa6555f8c193a174ed7546.jpg/1920px-Corydon_Carnegie_Library%2C_117_West_Beaver_Street%2C_2006_%28Corydon%2C_Ind.%29_-_DPLA_-_6153f9e640aa6555f8c193a174ed7546.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Laura Renwick; Indiana Landmarks,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,"https://commons.wikimedia.org/wiki/File:Corydon_Carnegie_Library,_117_West_Beaver_Street,_2006_(Corydon,_Ind.)_-_DPLA_-_6153f9e640aa6555f8c193a174ed7546.jpg",yes
Covington,public,Covington,Indiana,United States,"Mar 14, 1913","$10,000",622 S. 5th St.,,,https://en.wikipedia.org/wiki/Carnegie_Library_of_Covington,wikipedia-list,File:Carnegie_Library_of_Covington.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Carnegie_Library_of_Covington.jpg/1920px-Carnegie_Library_of_Covington.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nyttend,Public domain,,https://commons.wikimedia.org/wiki/File:Carnegie_Library_of_Covington.jpg,yes
Crawfordsville,public,Crawfordsville,Indiana,United States,"Mar 8, 1901","$25,000",222 S. Washington St.,,,https://en.wikipedia.org/wiki/Carnegie_Museum_of_Montgomery_County,wikipedia-list,File:Library_P1270103.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Library_P1270103.JPG/1920px-Library_P1270103.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chris Light (talk),CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Library_P1270103.JPG,yes
